,Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
164,SEMPRONIUS FIRE DEPARTMENT,6027,2284 RT 41A,MORAVIA,NY,13118,6,Cayuga,3154962084.0,42.739709999999995,-76.38689000000001,"(42.73971, -76.38689)"
165,WEST NILES FIRE DEPARTMENT,6028,3956 VALENTINE ROAD,MORAVIA,NY,13118,6,Cayuga,3157845093.0,42.809473,-76.470236,"(42.809473, -76.470236)"
166,CONQUEST FIRE DEPARTMENT,6029,10351 SLAYTON ROAD,PORT BYRON,NY,13140,6,Cayuga,3157764512.0,43.120255,-76.64050999999999,"(43.120255, -76.64051)"
167,ASHVILLE FIRE DEPARTMENT,7001,4853 ROUTE 474  PO BOX 129,ASHVILLE,NY,14710,7,Chautauqua,7167638196.0,42.10429,-79.38114,"(42.10429, -79.38114)"
168,BEMUS POINT FIRE DEPARTMENT,7002,13 ALBURTUS AVE PO BOX 306,BEMUS POINT,NY,14712,7,Chautauqua,7163866011.0,42.158577,-79.392522,"(42.158577, -79.392522)"
169,BROCTON FIRE DEPARTMENT,7003,80 LAKE AVE PO BOX 457,BROCTON,NY,14716,7,Chautauqua,7167924734.0,42.392564,-79.44116,"(42.392564, -79.44116)"
170,BUSTI FIRE DEPARTMENT,7004,886 MILL ROAD,JAMESTOWN,NY,14701,7,Chautauqua,7164871271.0,42.037701,-79.283338,"(42.037701, -79.283338)"
171,CASSADAGA FIRE DEPARTMENT,7005,22 MILL STREET PO BOX 226,CASSADAGA,NY,14718,7,Chautauqua,7165953131.0,42.341653,-79.310307,"(42.341653, -79.310307)"
172,CELORON FIRE DEPARTMENT,7006,92 DUNHAM AVENUE PO BOX 328,CELORON,NY,14720,7,Chautauqua,7164881788.0,42.101517,-79.283424,"(42.101517, -79.283424)"
173,CHAUTAUQUA FIRE DEPARTMENT,7007,2 ROYAL WAY PO BOX F,CHAUTAUQUA,NY,14722,7,Chautauqua,7163572905.0,42.25483,-79.50418,"(42.25483, -79.50418)"
174,CHERRY CREEK FIRE DEPARTMENT,7008,6763 MAIN STREET,CHERRY CREEK,NY,14723,7,Chautauqua,7162965757.0,42.293397999999996,-79.099808,"(42.293398, -79.099808)"
175,CLYMER FIRE DEPARTMENT,7009,8756 W MAIN STREET,CLYMER,NY,14724,7,Chautauqua,7163559954.0,42.020865,-79.631002,"(42.020865, -79.631002)"
176,DEWITTVILLE FIRE DEPARTMENT,7010,5459 E LAKE RD PO BOX 28,DEWITTVILLE,NY,14728,7,Chautauqua,7167537231.0,42.26316,-79.41301999999999,"(42.26316, -79.41302)"
177,DUNKIRK FIRE DEPARTMENT,7011,311 EAGLE ST,DUNKIRK,NY,14048,7,Chautauqua,7163662577.0,42.484331,-79.33646,"(42.484331, -79.33646)"
178,EAST DUNKIRK FIRE DEPARTMENT,7012,10949 SOUTH ROBERTS ROAD,DUNKIRK,NY,14048,7,Chautauqua,7163662211.0,42.474927,-79.306002,"(42.474927, -79.306002)"
179,ELLERY CENTER FIRE DEPARTMENT,7013,4400 DUTCH HOLLOW ROAD,BEMUS POINT,NY,14712,7,Chautauqua,7163865381.0,42.17896,-79.34333199999999,"(42.17896, -79.343332)"
180,ELLINGTON FIRE DEPARTMENT,7014,769 W MAIN ST  PO BOX 59,ELLINGTON,NY,14732,7,Chautauqua,7162872168.0,42.215920000000004,-79.10791,"(42.21592, -79.10791)"
181,FALCONER FIRE DEPARTMENT,7015,101 W MAIN STREET,FALCONER,NY,14733,7,Chautauqua,7166656208.0,42.117123,-79.197971,"(42.117123, -79.197971)"
182,FINDLEY LAKE FIRE DEPARTMENT,7016,10372 MAIN ST PO BOX 158,FINDLEY LAKE,NY,14736,7,Chautauqua,7167697321.0,42.12942,-79.7416,"(42.12942, -79.7416)"
183,FLUVANNA FIRE DEPARTMENT,7017,3536 FLUVANNA AVE EXT,JAMESTOWN,NY,14701,7,Chautauqua,7164838505.0,42.11889,-79.290769,"(42.11889, -79.290769)"
184,FORESTVILLE FIRE DEPARTMENT,7018,18 CHESTNUT ST PO BOX 299,FORESTVILLE,NY,14062,7,Chautauqua,7169654106.0,42.468965000000004,-79.179586,"(42.468965, -79.179586)"
185,FREDONIA FIRE DEPARTMENT,7019,80 WEST MAIN STREET,FREDONIA,NY,14063,7,Chautauqua,7166722124.0,42.438063,-79.33336,"(42.438063, -79.33336)"
186,FREWSBURG FIRE DEPARTMENT,7020,88 W MAIN ST PO BOX 590,FREWSBURG,NY,14736,7,Chautauqua,7165693505.0,42.052704999999996,-79.163838,"(42.052705, -79.163838)"
187,GERRY FIRE DEPARTMENT,7021,4490 GERRY LEVNT RD POB 182,GERRY,NY,14740,7,Chautauqua,7169854648.0,42.192985,-79.248063,"(42.192985, -79.248063)"
188,HARTFIELD FIRE DEPARTMENT,7022,PO BOX 182  6078 ELMWOOD RD,MAYVILLE,NY,14757,7,Chautauqua,7167532459.0,42.24224,-79.49710999999999,"(42.24224, -79.49711)"
189,IRVING FIRE DEPARTMENT,7023,12847 ERIE ST  PO BOX 357,IRVING,NY,14081,7,Chautauqua,7169344639.0,42.562509999999996,-79.135982,"(42.56251, -79.135982)"
190,JAMESTOWN FIRE DEPARTMENT,7024,200 SPRING STREET,JAMESTOWN,NY,14701,7,Chautauqua,7164837598.0,42.095983000000004,-79.238599,"(42.095983, -79.238599)"
191,KENNEDY FIRE DEPARTMENT NO 1,7025,3590 DAILEY HILL ROAD,KENNEDY,NY,14747,7,Chautauqua,7162674655.0,42.157967,-79.10243299999999,"(42.157967, -79.102433)"
192,KIANTONE FIRE DEPARTMENT,7026,2318 STILLWATR FREWSBURG RD,JAMESTOWN,NY,14701,7,Chautauqua,7166645433.0,42.058799,-79.21246,"(42.058799, -79.21246)"
193,LAKEWOOD FIRE DEPARTMENT,7027,37 J W PACKARD BLVD,LAKEWOOD,NY,14750,7,Chautauqua,7167633005.0,42.100246999999996,-79.324943,"(42.100247, -79.324943)"
194,LILY DALE FIRE DEPARTMENT,7028,17 EAST STREET PO BOX 245,LILY DALE,NY,14752-0245,7,Chautauqua,7165953470.0,42.34905,-79.32952,"(42.34905, -79.32952)"
195,MAPLE SPRINGS FIRE DEPARTMENT,7029,PO BOX D  5385 MAPLE SPG,MAPLE SPRINGS,NY,14756,7,Chautauqua,7163862114.0,42.19681,-79.42209,"(42.19681, -79.42209)"
196,MAYVILLE FIRE DEPARTMENT,7030,1 S ERIE ST PO BOX 2,MAYVILLE,NY,14757,7,Chautauqua,7167532322.0,42.253904999999996,-79.504809,"(42.253905, -79.504809)"
197,PANAMA FIRE DEPARTMENT,7031,27 E MAIN ST  PO BOX 57,PANAMA,NY,14769,7,Chautauqua,7167822345.0,42.074996999999996,-79.480151,"(42.074997, -79.480151)"
198,PORTLAND FIRE DEPT,7032,6481 W MAIN RD PO BOX 229,PORTLAND,NY,14769-0229,7,Chautauqua,7167929296.0,42.375112,-79.478238,"(42.375112, -79.478238)"
199,RIPLEY FIRE DEPARTMENT,7033,15 SOUTH STATE ST,RIPLEY,NY,14775,7,Chautauqua,7167362001.0,42.265369,-79.709523,"(42.265369, -79.709523)"
200,SHERIDAN FIRE DEPARTMENT,7034,2800 ROUTE 20 PO BOX 122,SHERIDAN,NY,14135,7,Chautauqua,7166791212.0,42.48687,-79.23661,"(42.48687, -79.23661)"
201,SHERMAN FIRE DEPARTMENT,7035,PO BOX 574  122 PARK ST,SHERMAN,NY,14781,7,Chautauqua,7167616700.0,42.160705,-79.59506800000001,"(42.160705, -79.595068)"
202,SILVER CREEK FIRE DEPARTMENT,7036,172 CENTRAL AVE PO BOX 70,SILVER CREEK,NY,14136,7,Chautauqua,7169343036.0,42.545033000000004,-79.169914,"(42.545033, -79.169914)"
203,SINCLAIRVILLE FIRE DEPARTMENT,7037,30 MAIN ST PO BOX 403,SINCLAIRVILLE,NY,14782,7,Chautauqua,7169622025.0,42.263965,-79.258937,"(42.263965, -79.258937)"
204,STOCKTON FIRE DEPARTMENT,7038,7243 ROUTE 380 PO BOX 12,STOCKTON,NY,14784,7,Chautauqua,7165953068.0,42.31556,-79.38198,"(42.31556, -79.38198)"
205,SUNSET BAY FIRE DEPARTMENT,7039,12798 ALLEGANY ROAD,IRVING,NY,14081,7,Chautauqua,7169344880.0,42.560755,-79.131909,"(42.560755, -79.131909)"
206,WEST DUNKIRK FIRE DEPARTMENT,7040,4741 WILLOW ROAD,DUNKIRK,NY,14048,7,Chautauqua,7163661231.0,42.464089,-79.368298,"(42.464089, -79.368298)"
207,WESTFIELD FIRE DEPARTMENT,7041,20 CLINTON STREET,WESTFIELD,NY,14787,7,Chautauqua,7163262661.0,42.323651,-79.577671,"(42.323651, -79.577671)"
208,HANOVER FIRE DEPARTMENT,7042,11919 HANOVER ROAD,SILVER CREEK,NY,14136,7,Chautauqua,7169347389.0,42.517845,-79.13170799999999,"(42.517845, -79.131708)"
209,BALDWIN FIRE DEPARTMENT,8002,460 BREESPORT-N CHEMUNG RD,LOWMAN,NY,14861,8,Chemung,6077343068.0,42.088246999999996,-76.700091,"(42.088247, -76.700091)"
210,BIG FLATS FIRE DEPARTMENT,8003,PO BOX 28  505 MAPLE STREET,BIG FLATS,NY,14814,8,Chemung,6075623063.0,42.141059999999996,-76.933014,"(42.14106, -76.933014)"
211,BREESPORT FIRE DEPARTMENT,8004,3 JACKSON AVENUE PO BOX A,BREESPORT,NY,14816,8,Chemung,6077391953.0,42.18075,-76.73351,"(42.18075, -76.73351)"
212,CHEMUNG VOLUNTEER FIRE DEPT,8005,679 MAIN STREET,CHEMUNG,NY,14825,8,Chemung,6075293233.0,42.051159999999996,-76.6233,"(42.05116, -76.6233)"
213,ELMIRA FIRE DEPARTMENT,8006,101-109 WEST SECOND STREET,ELMIRA,NY,14901,8,Chemung,6077375700.0,42.091892,-76.807425,"(42.091892, -76.807425)"
214,ELMIRA HEIGHTS FIRE DEPARTMENT,8007,215 ELMWOOD AVENUE,ELMIRA HEIGHTS,NY,13094,8,Chemung,6077336580.0,42.127812,-76.82168,"(42.127812, -76.82168)"
215,ERIN FIRE DEPARTMENT,8008,1462 BREESPORT ROAD,ERIN,NY,14838,8,Chemung,6077393417.0,42.185947,-76.666193,"(42.185947, -76.666193)"
216,GOLDEN GLOW FIRE DEPT,8009,39 ALVORD DR PO BOX 3045,ELMIRA,NY,14902,8,Chemung,6077344474.0,42.084094,-76.872496,"(42.084094, -76.872496)"
217,HORSEHEADS FIRE DEPARTMENT,8010,134 N MAIN STREET,HORSEHEADS,NY,14845,8,Chemung,6077395045.0,42.169087,-76.822292,"(42.169087, -76.822292)"
218,MILLPORT FIRE DEPARTMENT,8011,2016 CRESCENT ST  PO BOX A,MILLPORT,NY,14864,8,Chemung,6077391030.0,42.265533000000005,-76.835538,"(42.265533, -76.835538)"
219,PINE CITY FIRE DEPARTMENT,8012,1463 PENNSYLVANIA AV POB 72,PINE CITY,NY,14871,8,Chemung,6077336941.0,42.040915000000005,-76.859952,"(42.040915, -76.859952)"
220,SOUTHPORT FIRE DEPARTMENT,8014,1001 CARL STREET,ELMIRA,NY,14904,8,Chemung,6077337599.0,42.059441,-76.80901300000001,"(42.059441, -76.809013)"
221,TOMPKINS CORNERS FIRE DEPARTMENT,8015,422 CHAMBERS RD,HORSEHEADS,NY,14845,8,Chemung,6077397415.0,42.204287,-76.88920999999999,"(42.204287, -76.88921)"
222,TOWN AND COUNTRY FIRE DEPARTMENT,8016,130 GARDNER ROAD,HORSEHEADS,NY,14845,8,Chemung,6077397134.0,42.167265,-76.83215600000001,"(42.167265, -76.832156)"
223,VAN ETTEN FIRE DEPARTMENT,8017,2 HIXSON STREET  PO BOX 88,VAN ETTEN,NY,14889,8,Chemung,6075894530.0,42.198578999999995,-76.55134,"(42.198579, -76.55134)"
224,WEBB MILLS FIRE DEPARTMENT,8018,PO BOX 97,PINE CITY,NY,14871,8,Chemung,6077321028.0,42.03588,-76.87267,"(42.03588, -76.87267)"
225,WELLSBURG FIRE DEPARTMENT,8019,3661 FRONT STREET PO BOX 23,WELLSBURG,NY,14894,8,Chemung,6077347628.0,42.02112,-76.76890999999999,"(42.02112, -76.76891)"
226,WEST HILL FIRE DEPARTMENT,8020,471 WEST HILL ROAD,ELMIRA,NY,14903,8,Chemung,6077333346.0,42.116834000000004,-76.864283,"(42.116834, -76.864283)"
227,EAST HILL FIRE DEPARTMENT,8022,266 JERUSALEM HILL ROAD,ELMIRA,NY,14901,8,Chemung,6077345535.0,42.083858,-76.760796,"(42.083858, -76.760796)"
228,WEST ELMIRA FIRE DEPT,8023,1299 WEST WATER STREET,ELMIRA,NY,14905,8,Chemung,6077342204.0,42.077852,-76.845352,"(42.077852, -76.845352)"
230,AFTON FIRE DEPARTMENT,9001,15 SPRING STREET,AFTON,NY,13730,9,Chenango,6076391848.0,42.228584999999995,-75.527079,"(42.228585, -75.527079)"
231,BAINBRIDGE FIRE DEPARTMENT,9002,22 WEST MAIN,BAINBRIDGE,NY,13733,9,Chenango,6079673281.0,42.294084999999995,-75.48035,"(42.294085, -75.48035)"
232,BORDEN HOSE FIRE DEPARTMENT,9003,PO BOX 197,MT UPTON,NY,13809,9,Chenango,6077648517.0,42.39255,-75.40071999999999,"(42.39255, -75.40072)"
233,BRISBEN FIRE DEPARTMENT,9004,2716 STATE HIGHWAY 12,BRISBEN,NY,13830,9,Chenango,6076568130.0,42.4291,-75.62265,"(42.4291, -75.62265)"
234,COVENTRY FIRE DEPARTMENT,9005,109 NORTH ROAD,GREENE,NY,13778,9,Chenango,6076568071.0,42.316654,-75.63854,"(42.316654, -75.63854)"
235,GENEGANTSLET FIRE DEPARTMENT,9007,PO BOX 151,SMITHVILLE FLATS,NY,13841,9,Chenango,6076564382.0,42.39885,-75.83935,"(42.39885, -75.83935)"
236,GUILFORD FIRE DEPARTMENT,9008,110 MECHANIC STREET,GUILFORD,NY,13780,9,Chenango,6078956814.0,42.404721,-75.491374,"(42.404721, -75.491374)"
237,GREENE FIRE DEPARTMENT,9009,8 NORTH CANAL STREET,GREENE,NY,13778,9,Chenango,6076569724.0,42.330905,-75.77073,"(42.330905, -75.77073)"
238,MC DONOUGH FIRE DEPARTMENT,9010,PO BOX 99,MC DONOUGH,NY,13801,9,Chenango,6076475308.0,42.50227,-75.77655,"(42.50227, -75.77655)"
239,NORWICH FIRE DEPARTMENT,9011,31 EAST MAIN STREET,NORWICH,NY,13815,9,Chenango,6073343411.0,42.531471,-75.521233,"(42.531471, -75.521233)"
240,NORTH NORWICH FIRE DEPARTMENT,9012,108 BEACH LANE BOX X,NORTH NORWICH,NY,13814,9,Chenango,6073347340.0,42.61792,-75.52279,"(42.61792, -75.52279)"
241,NEW BERLIN FIRE DEPARTMENT,9013,PO BOX T,NEW BERLIN,NY,13411,9,Chenango,6078478516.0,42.6244,-75.33074,"(42.6244, -75.33074)"
242,OXFORD FIRE DEPARTMENT,9014,20 MAIN STREET PO BOX 570,OXFORD,NY,13830,9,Chenango,6078437951.0,42.4291,-75.62265,"(42.4291, -75.62265)"
243,PRESTON FIRE DEPARTMENT,9015,124 CTY RD 19,OXFORD,NY,13830,9,Chenango,6073361013.0,42.46151,-75.62572,"(42.46151, -75.62572)"
244,PLYMOUTH FIRE DEPARTMENT,9016,3461 STATE RTE 23 PO BX 112,PLYMOUTH,NY,13832,9,Chenango,6073343049.0,42.65984,-75.6709,"(42.65984, -75.6709)"
245,SHERBURNE FIRE DEPARTMENT,9017,15 WEST STATE STREET,SHERBURNE,NY,13460,9,Chenango,6076749560.0,42.678275,-75.499937,"(42.678275, -75.499937)"
246,SMYRNA FIRE DEPARTMENT,9018,1 EAST MAIN STREET,SMYRNA,NY,13464,9,Chenango,6076276222.0,42.67687,-75.61705,"(42.67687, -75.61705)"
247,SOUTH NEW BERLIN FIRE DEPT,9019,PO BOX 164,SOUTH NEW BERLIN,NY,13843,9,Chenango,6078592284.0,42.53002,-75.38608,"(42.53002, -75.38608)"
248,SOUTH OTSELIC FIRE DEPARTMENT,9020,1577 STATE HWY 26 PO BOX 41,SOUTH OTSELIC,NY,13155,9,Chenango,3156534455.0,42.65152,-75.77114,"(42.65152, -75.77114)"
249,PHARSALIA FIRE DEPARTMENT,9023,838 COUNTY ROAD 10,EAST PHARSALIA,NY,13758,9,Chenango,6076475772.0,42.50227,-75.77655,"(42.50227, -75.77655)"
250,ALTONA FIRE DEPARTMENT,10002,PO BX 36  480 DEVILS DEN RD,ALTONA,NY,12910,10,Clinton,5182367223.0,44.886813000000004,-73.655651,"(44.886813, -73.655651)"
251,BEEKMANTOWN FIRE DEPARTMENT,10004,6973 STATE ROUTE 22,WEST CHAZY,NY,12992,10,Clinton,5185634303.0,44.70092,-73.46677,"(44.70092, -73.46677)"
253,CADYVILLE FIRE DEPARTMENT,10005,PO BOX 97   2122 ROUTE 3,CADYVILLE,NY,12918,10,Clinton,5182938326.0,44.68187,-73.6683,"(44.68187, -73.6683)"
254,CHAMPLAIN FIRE DEPARTMENT,10006,612 ELM STREET PO BOX 489,CHAMPLAIN,NY,12919,10,Clinton,5182985500.0,44.986090999999995,-73.44157,"(44.986091, -73.44157)"
255,CHAZY FIRE DEPARTMENT,10007,9666 ROUTE 9,CHAZY,NY,12921,10,Clinton,5188467326.0,44.86955,-73.45399,"(44.86955, -73.45399)"
256,DANNEMORA VILLAGE FIRE DEPT,10008,163 EMMONS ST PO BOX 123,DANNEMORA,NY,12929,10,Clinton,5184922202.0,44.722082,-73.724254,"(44.722082, -73.724254)"
257,CUMBERLAND HEAD FIRE DEPARTMENT,10009,38 FIREHOUSE LANE,PLATTSBURGH,NY,12901,10,Clinton,5185616515.0,44.723861,-73.417963,"(44.723861, -73.417963)"
258,ELLENBURG CENTER FIRE DEPARTMENT,10012,1 CHURCH STREET PO BOX 1,ELLENBURG CENTER,NY,12934,10,Clinton,5185943850.0,44.864449,-73.894774,"(44.864449, -73.894774)"
259,CAIRO HOSE FIRE DEPARTMENT,20004,BOX 500,CAIRO,NY,12413,20,Greene,5186223112.0,42.301629999999996,-73.99801,"(42.30163, -73.99801)"
260,ELLENBURG DEPOT FIRE DEPARTMENT,10013,5035 ROUTE 11,ELLENBURG DEPOT,NY,12935,10,Clinton,5185947010.0,44.860690000000005,-73.78495,"(44.86069, -73.78495)"
261,KEESEVILLE FIRE DEPARTMENT,10014,8 PLEASANT STREET,KEESEVILLE,NY,12944,10,Clinton,5188349053.0,44.508275,-73.48049300000001,"(44.508275, -73.480493)"
262,LYON MOUNTAIN FIRE DEPARTMENT,10015,9 FIREHOUSE RD PO BOX 145,LYON MOUNTAIN,NY,12952,10,Clinton,5187354334.0,44.725770000000004,-73.95432,"(44.72577, -73.95432)"
263,MOOERS FIRE DEPARTMENT,10016,2508 RT 11    MAIN STREET,MOOERS,NY,12958,10,Clinton,5182365311.0,44.95898,-73.58159,"(44.95898, -73.58159)"
264,MORRISONVILLE FIRE DEPARTMENT,10017,PO BOX 207  1927 RTE 22B,MORRISONVILLE,NY,12962,10,Clinton,5185631112.0,44.694264000000004,-73.56376,"(44.694264, -73.56376)"
265,PERU FIRE DEPARTMENT,10018,753 BEAR SWAMP RD PO BX 635,PERU,NY,12972,10,Clinton,5186439271.0,44.57674,-73.5165,"(44.57674, -73.5165)"
266,PLATTSBURGH FIRE DEPARTMENT,10019,65 CORNELIA STREET,PLATTSBURGH,NY,12901,10,Clinton,5185612347.0,44.699168,-73.45663,"(44.699168, -73.45663)"
267,ROUSES POINT FIRE DEPARTMENT,10021,48 LAKE STREET,ROUSES POINT,NY,12979,10,Clinton,5182975502.0,44.995546000000004,-73.36531,"(44.995546, -73.36531)"
268,SARANAC FIRE DEPARTMENT,10022,PO BOX 130  3277 RTE 3,SARANAC,NY,12981,10,Clinton,5182938290.0,44.666000000000004,-73.76888000000001,"(44.666, -73.76888)"
269,SOUTH PLATTSBURGH FIRE DEPT,10023,PO BOX 2009,PLATTSBURGH,NY,12901,10,Clinton,5187260058.0,44.651672999999995,-73.444811,"(44.651673, -73.444811)"
270,WEST CHAZY FIRE DEPARTMENT,10024,7656 RT 22 PO BOX 185,WEST CHAZY,NY,12992,10,Clinton,5184934995.0,44.812264,-73.506217,"(44.812264, -73.506217)"
271,CHURUBUSCO FIRE DEPARTMENT,10025,1301 CLINTON MLS RD POB 26,CHURUBUSCO,NY,12923,10,Clinton,5184976623.0,44.954264,-73.92740699999999,"(44.954264, -73.927407)"
272,PLATTSBURG FD DISTRICT #3,10026,128 WALLACE HILL ROAD,PLATTSBURGH,NY,12901,10,Clinton,5185617370.0,44.720352,-73.48621999999999,"(44.720352, -73.48622)"
273,ANCRAM FIRE DEPARTMENT,11001,BOX 114,ANCRAM,NY,12502,11,Columbia,5183293430.0,42.06411,-73.6628,"(42.06411, -73.6628)"
274,CANAAN FIRE DEPARTMENT,11003,PO BOX 207,CANAAN,NY,12029,11,Columbia,5187814787.0,42.40609,-73.4299,"(42.40609, -73.4299)"
275,CHATHAM FIRE DEPARTMENT,11004,10 HOFFMAN AVENUE,CHATHAM,NY,12037,11,Columbia,5183922751.0,42.358261,-73.600431,"(42.358261, -73.600431)"
276,EAST CHATHAM FIRE DEPARTMENT,11005,43 ALESSI ROAD,OLD CHATHAM,NY,12136,11,Columbia,5183929469.0,42.410407,-73.52390600000001,"(42.410407, -73.523906)"
277,NORTH CHATHAM FIRE DEPARTMENT,11006,PO BOX 132,NORTH CHATHAM,NY,12132,11,Columbia,5187663366.0,42.476245,-73.626889,"(42.476245, -73.626889)"
278,CHURCHTOWN FIRE DEPARTMENT,11007,PO BOX 655,CLAVERACK,NY,12513,11,Columbia,5188512227.0,42.24822,-73.77091999999999,"(42.24822, -73.77092)"
279,CLAVERACK FIRE DEPARTMENT,11008,DRAWER A,CLAVERACK,NY,12513,11,Columbia,5188519869.0,42.21772,-73.70846999999999,"(42.21772, -73.70847)"
280,CLERMONT FIRE DEPARTMENT,11009,65 FIRE HOUSE ROAD,GERMANTOWN,NY,12526,11,Columbia,5185374803.0,42.090639,-73.894796,"(42.090639, -73.894796)"
281,COPAKE FIRE DEPARTMENT,11010,390 CENTER HILL ROAD,COPAKE,NY,12516,11,Columbia,5183294464.0,42.09881,-73.56392,"(42.09881, -73.56392)"
282,CRARYVILLE FIRE DEPARTMENT,11011,PO BOX 350,CRARYVILLE,NY,12521,11,Columbia,5183254888.0,42.16636,-73.64881,"(42.16636, -73.64881)"
283,GERMANTOWN FIRE DEPARTMENT,11013,PO BOX 331,GERMANTOWN,NY,12526,11,Columbia,5185375735.0,42.133057,-73.884509,"(42.133057, -73.884509)"
284,GHENT FIRE DEPARTMENT,11014,PO BOX 32,GHENT,NY,12075,11,Columbia,5183923838.0,42.326275,-73.61946999999999,"(42.326275, -73.61947)"
285,GREENPORT FIRE DEPARTMENT,11015,129 MIDDLE ROAD,HUDSON,NY,12534,11,Columbia,5188281719.0,42.24822,-73.77091999999999,"(42.24822, -73.77092)"
286,HILLSDALE FIRE DEPARTMENT,11016,9387 STATE RTE 22,HILLSDALE,NY,12529,11,Columbia,5183253098.0,42.184355,-73.517719,"(42.184355, -73.517719)"
287,HUDSON FIRE DEPARTMENT,11017,520 WARREN STREET,HUDSON,NY,12534,11,Columbia,5188229752.0,42.24822,-73.77091999999999,"(42.24822, -73.77092)"
288,KINDERHOOK FIRE DEPARTMENT,11018,39 CHATHAM STREET,KINDERHOOK,NY,12106,11,Columbia,5187589220.0,42.399075,-73.696028,"(42.399075, -73.696028)"
289,LEBANON VALLEY FIRE DEPARTMENT,11019,BOX 162,NEW LEBANON,NY,12125,11,Columbia,5187940519.0,42.466449,-73.392531,"(42.466449, -73.392531)"
290,LIVINGSTON FIRE DEPARTMENT,11021,PO BOX 34,LIVINGSTON,NY,12541-0034,11,Columbia,5188512710.0,42.11677,-73.71462,"(42.11677, -73.71462)"
291,MELLENVILLE FIRE DEPARTMENT,11022,33 COUNTY RT 9,MELLENVILLE,NY,12544,11,Columbia,5186727014.0,42.25193,-73.66104,"(42.25193, -73.66104)"
292,NIVERVILLE FIRE DEPARTMENT,11023,PO BOX 422,NIVERVILLE,NY,12130,11,Columbia,5187842961.0,42.4446,-73.65956,"(42.4446, -73.65956)"
293,PHILMONT FIRE DEPARTMENT,11024,1 MAPLE AVENUE,PHILMONT,NY,12565,11,Columbia,5186727401.0,42.25235,-73.64086,"(42.25235, -73.64086)"
294,RED ROCK FIRE DEPARTMENT,11025,99 CODY LANE,EAST CHATHAM,NY,12060,11,Columbia,5183926459.0,42.418,-73.48931,"(42.418, -73.48931)"
295,AUSTERLITZ FIRE DEPARTMENT,11026,PO BOX 98,SPENCERTOWN,NY,12165,11,Columbia,5183923578.0,42.316359999999996,-73.50175,"(42.31636, -73.50175)"
297,STOTTVILLE FIRE DEPARTMENT,11028,PO BOX 169,STOTTVILLE,NY,12172,11,Columbia,5188281817.0,42.286353999999996,-73.752545,"(42.286354, -73.752545)"
298,STUYVESANT FIRE DEPARTMENT,11029,194 ROUTE 26A,STUYVESANT,NY,12173,11,Columbia,5187993620.0,42.36834,-73.75346,"(42.36834, -73.75346)"
299,STUYVESANT FALLS FIRE DEPARTMENT,11030,9 FIREHOUSE LANE PO BOX 56,STUYVESANT FALLS,NY,12174,11,Columbia,5187996433.0,42.35589,-73.73004,"(42.35589, -73.73004)"
300,TAGHKANIC FIRE DEPARTMENT,11031,631 OLD ROUTE 82,WEST TAGHKANIC,NY,12502,11,Columbia,5188517476.0,42.06411,-73.6628,"(42.06411, -73.6628)"
301,TRI-VILLAGE FIRE DEPARTMENT,11032,593 ALBANY TPKE,OLD CHATHAM,NY,12136,11,Columbia,5183922386.0,42.44063,-73.557078,"(42.44063, -73.557078)"
302,VALATIE FIRE DEPARTMENT,11033,3102  LAKE STREET,VALATIE,NY,12184,11,Columbia,5187589732.0,42.416519,-73.672353,"(42.416519, -73.672353)"
303,WEST GHENT FIRE DEPARTMENT,11034,425 ROUTE 20,GHENT,NY,12075,11,Columbia,5188284502.0,42.285990000000005,-73.716537,"(42.28599, -73.716537)"
304,CINCINNATUS FIRE DEPARTMENT,12001,5722 TELEPHONE ROAD EXT,CINCINNATUS,NY,13040,12,Cortland,6078634445.0,42.541633000000004,-75.898535,"(42.541633, -75.898535)"
305,CORTLAND FIRE DEPARTMENT,12002,21 COURT STREET,CORTLAND,NY,13045,12,Cortland,6077565612.0,42.599301000000004,-76.178821,"(42.599301, -76.178821)"
306,CUYLER FIRE DEPARTMENT,12003,PO BOX 364,DE RUYTER,NY,13052,12,Cortland,6078426630.0,42.73261,-75.96738,"(42.73261, -75.96738)"
307,HARFORD FIRE DEPARTMENT,12004,760 RTE 221 PO BOX 7,HARFORD,NY,13784,12,Cortland,6078449200.0,42.42608,-76.22654,"(42.42608, -76.22654)"
308,HOMER FIRE DEPARTMENT,12005,45 SOUTH MAIN ST PO BOX 58,HOMER,NY,13077,12,Cortland,6077493121.0,42.635195,-76.17864399999999,"(42.635195, -76.178644)"
309,MARATHON FIRE DEPARTMENT,12006,PECK AVENUE PO BOX 488,MARATHON,NY,13803,12,Cortland,6078496157.0,42.440357,-76.034838,"(42.440357, -76.034838)"
310,MC GRAW FIRE DEPARTMENT,12007,7 W CENTER ST PO BOX 717,MC GRAW,NY,13101,12,Cortland,6078364123.0,42.594522999999995,-76.09568,"(42.594523, -76.09568)"
311,PREBLE FIRE DEPARTMENT,12008,1911 PREBLE ROAD,PREBLE,NY,13141,12,Cortland,6077494237.0,42.735555,-76.148975,"(42.735555, -76.148975)"
312,TRUXTON FIRE DEPARTMENT,12009,3741 RT 13 PO BOX 118,TRUXTON,NY,13158,12,Cortland,6078426291.0,42.73261,-75.96738,"(42.73261, -75.96738)"
